Mediator,a_Coefficient,a_CI_Lower,a_CI_Upper,a_Pvalue,b_Coefficient,b_CI_Lower,b_CI_Upper,b_Pvalue,c_prime_Coefficient,c_prime_CI_Lower,c_prime_CI_Upper,c_Coefficient,c_CI_Lower,c_CI_Upper,Indirect_Effect,Indirect_CI_Lower,Indirect_CI_Upper,Mediation_Rate_Percent
TUG_post,-23.947376840687486,-38.875955957346434,-9.018797724028534,0.002125129001854851,-0.275521161938421,-0.4585589815832455,-0.09248334229359656,0.003795914458631365,0.2173288355209402,-11.404348618457426,11.839006289499306,6.815337928044392,-4.622551698223275,18.25322755431206,6.5980090925234505,0.7827701940671082,14.474249958800396,96.81118034328632
ROM_flex_post,-4.834243581515637,-25.925811112907894,16.25732394987662,0.6485104291274815,0.1531056505789235,0.01679983680317662,0.28941146435467036,0.028321293109451615,6.815337928044392,-4.622551698223277,18.253227554312062,6.815337928044392,-4.622551698223275,18.25322755431206,-0.7401500086049368,-4.53248055615207,3.3625663244995785,-10.860063234125166
PCS_sum_pre,21.142394240428196,-14.658026367396118,56.94281484825251,0.242379282664329,-0.07561734530621164,-0.15517991620911412,0.003945225596690832,0.06210619612016365,6.815337928044392,-4.622551698223275,18.25322755431206,6.815337928044392,-4.622551698223275,18.25322755431206,-1.5987317258785192,-5.663298851245754,1.0092339803837567,-23.457849673160123
